Marya Hdz||1||14 de diciembre de 2022||Tarda eternidades en conectar a la cuenta de ahorros,y entrar a los créditos ni se diga,la descripcion o detalles de movimientos se desaparecen hasta cierta fecha y lo atrasado no aparece,y se presta a que me desaparezcan pagos que ya habia hecho y losbtengo que volver a pagar, cuando mejoren ese detalle le daré mas estrellas ..🤮😡😠||8
Pilar Moreno||1||14 de diciembre de 2022||Mal, mal, mal 😡 pesimo lo que hicieron, si no tengo datos o saldo como me recargo desde la app, si se supone que para eso era, comparfon si servia asi, no se puede recargar marca error , no se.pueden realizar pagos , no se.pueden hacer transferencias simplemente fatal el servicio de la app..||2
Fabiola Marín||2||15 de noviembre de 2022||Desde su última actualización, está fallando la app. Cada que quiero ingresar o hacer algún movimiento me sale un error diciendo que mis datos están mal, y como por qué están pidiendo el RFC o CURP para realizar una transferencia? Eso me está ocasionando mucho conflicto con las transferencias.||16
Azucena Gutierrez Vargas||1||6 de abril de 2023||Pésimo soporte, pésimo servicio, forzosamente necesitas ir a sucursales para realizar movimientos, BBVA tiene mejor servicio.||0
DELIA ARACELY HERNANDEZ||1||31 de marzo de 2023||La actualización esta de terror. Marca trasferencia no exitosas y si hace el retiro . Mal mal||0
Erika Basoria||4||30 de marzo de 2023||Me falla constantemente tengo que estar limpiando caché y se ha vuelto muy lenta||0
Anny Ruiz Colorado||1||31 de marzo de 2023||Hola mi aplicación se cerró y le vuelvo a meter mis datos y me dice que estás es un error cuando ya tiene mi número de cuenta y el número de mi cel y mi fecha de nacimiento y me dice que no estás bien los dato pero lo checo y lo checo y no ay ni un error es mis dato que estás pasado pero ni es mensaje me llegas lo que me dé pocotas||0
Emilio Alejandro||1||9 de marzo de 2023||👎 falla constantemente al querer vender recargas: es lenta, da el error de token inválido y operación no exitosa||0
patty flores||2||14 de febrero de 2023||De primero muy bien pero ya después batallo mucho para poner recargas incluso a mi num también X||0
ozkar herrera||1||17 de marzo de 2023||Hace falta poder acceder con huella. Es más rápido.||0
ed gu||1||9 de noviembre de 2022||Porfavor no se cambien a este banco patito... Ahora resulta que tengo que cambiarme de compañía telefónica solo porque el estúpido del desarrollador de la app, no considero que hoy en día ay un sin fin de compañías virtuales, que no soportan el envío de mensajes para darse de alta en la app. ... Es absurdo apenas acabó de abrir mi cuenta y asco de porquería de servicio.||4
cin||1||20 de noviembre de 2022||Es normal que cada que cierres y abras la app te pide registrarte? Dónde queda la opción de entrar solamente? Ash no, de verdad que quieren ponerse a la altura de otros negocios y mejor la app de las garnachas de la esquina funciona mejor que está porquería. Vergüenza llamarse banca movil||1
Lupita Deciano||1||16 de enero de 2023||Un desastre la actualización no deja hacer pagos de servicios y tarda muchísimo para abrir la aplicación,se supone que cada actualización debería ser una ayuda no un dolor de cabeza uno no tiene tiempo para estar en el teléfono pegada levantando reporte tras reporte, si no la van a mejorar no le hagan nada por favor ustedes mismo se perjudican ya se parecen a los otros bancos de tediosos||1
Janne Janesita Hernández||5||17 de diciembre de 2022||No veo para que actualizar la app, a mí me funciona muy bien, lo mejor es que puedo ver todos los gastos y depósitos que me llegan. Para mí la app más completa y funcional.||1
Lidia Martz||4||8 de noviembre de 2022||La aplicación es buena pero siento que le hace falta la opción de bloquear tarjeta ya que es muy fácil comprar con ella y ala hora de pagar no te pide nip y dar la opción de bloquear y desbloquear es una manera de estar seguro y tener la tranquilidad de que tu dinero está protegido||3
Valdemar Arista||1||27 de diciembre de 2022||La migración de la línea a la app de banco fue lo peor que pudieron hacer. Pedir un token que se active en sucursal cuándo no hay sucursales cerca, o las están cerrando. El token debe de activarse en la app como raapi, hey banco, BBVA. Haré portabilidad de las líneas de mi familia a otra compañía, fue bonito mientras duro. Para la próxima hagan un estudio más a fondo de UI/UX.||3
Rita Elena Lorenzana Caballero||2||12 de diciembre de 2022||Cuál es la mejora para quienes tenemos CompartFon si ni permite hacer recargas ni mucho menos ver mis mb de mi paquete? Deben mejorar bastante la aplicación que cada vez se vuelve más complicada que funcional.||1
Jocelyn Hdz||1||26 de diciembre de 2022||Anteriormente la app era muy rápida a la hora de entrar a cuentas y saldos, pero ahora tarda muchísimo en abrir siento que desde la actualización que tuvo en 2021 empeoró||2
luneta herrera||1||27 de diciembre de 2022||No puedo realizar transferencias, me dice q tengo que activar mi token en la sucursal, e ido varias veces y no se ha podido, de nada me sirve tener la targeta si no la puedo usar..||2
Guadalupe Martínez||3||4 de diciembre de 2022||Ya no puedo realizarme recarga, desde la última actualización me marca ocurrió un error, llevo casi una semana sin que me den solución, funcionaba mejor antes de que se uniera con compartfon||3
Sandra SalinasD||5||17 de diciembre de 2022||Muy buena aplicacion a mi ne funciona muy bien!! Ojala y siga asi o mejor si se puede. Me he dado cuenta que tarda mucho con mi internet. porque voy a casa de mi amiga y carga al instante.||12
Miguel Martinez||1||25 de noviembre de 2022||Es molesto que cada que entre, me pide nuevamente mis datos, número de teléfono, número de cuenta, fecha de nacimiento, espero puedan solucionar ese error. Pésimo.||5
omar cruz||1||25 de noviembre de 2022||La nueva actualización no me gusta porque me pide activar token para realizar recargas, ya no puedo utilizar la app de compartfon. Quisiera saber si para mañana ya se va a poder utilizar sin problemas.||4
María de la Paz Bernal Salinas||3||21 de diciembre de 2022||No paso de que tengo que aceptar el aviso de privacidad, porque ya no me da opciones para continuar.. desinstale e instalé la aplicación... esperé una hora y nada más no.....:(||2
karlos Jacome||3||17 de enero de 2023||No me deja hacer transferencias ni retirar aún teniendo saldo en mi cuenta marca error ya al concluir marca operación no exitosa ya me comunique y según lo revisaran la plataforma y hasta ahora no e recibido solución que fastidio y mientras no puedo hacer uso de mi dinero.||0
Milena Ramez||1||3 de enero de 2023||Mal servicio no puedes racargarte saldo a tu cel y menos puedes vender recargas a otras compañías, se tarda infinidad en entrar siempre están actualizando según ellos y cambian de App jamas te dan solución||1
Kathery Tru||2||12 de febrero de 2023||No puedo instalar, ya he recibido el mensaje y no me da la opción de código. Mejor desinstalar porque me están llega y llega códigos!!||0
Guadalupe Vera||3||17 de diciembre de 2022||Desde la nueva actualización no funciona la app y ni la red xq aunque marca señal no salen ni entran llamadas ni msjs la dichosa mudanza no funciona aparte aora m dice token invalido o saldo insuficiente yno puedo aser recargas q esta pasando necesito solucion necesito aser recargas||1
Sarahy Tinoco||2||11 de enero de 2023||Desde hace ya algunas semanas no me permite dar de alta números de cuentas para transferencia....desde la actualización no permite realizar este proceso..||0
Ukitipuky Alfa||1||28 de noviembre de 2022||Una porquería, no tengo saldo porque no puedo realizar una recarga a mi número de comprarfon no puedo actualizar mi número telefónico mejor deberían de volver a poner la aplicación que teníamos para comparfon||2
Emiliano Aguilar||1||3 de marzo de 2023||No entiendo su lógica , porque la app no tiene la opción de iniciar sesión a los usuarios que ya registrados literal si borras la app, cambias de equipo o algo... tendras que VOLVER a hacer el trámite de registro desde 0 aunque tengas en tu mano la tarjeta bancaria y el chip celular, no es justo||0
Daniel Ramírez||1||21 de marzo de 2023||No me deja ni siquiera registrarme tengo mi tarjeta la escanea puse el número de teléfono con el que registre la tarjeta y la fecha de nacimiento y nada me marca error de registro||0
Yovani Osorio||1||3 de diciembre de 2022||Ya no puedo acer recargas ni a mí mismo no debieron aver quitado compartefon está aplicación era excelente hasta cuándo resolverán el problema o digan la verdad si ya quieren quitar el servicio para que le acen tanto al cuento||1
Maycaro martinez||5||8 de noviembre de 2022||Yo uso la aplicación para depocito de mi grupo , pero si es algo batalloso en la manera de que no se puede hacer depocito a compartamos solo por yaztas o en el banco compartamos . Y es ahí donde le batalla un@ de ahí en fuera todo bien ...||1
Concepcion Gomez||1||15 de diciembre de 2022||Pésima ni a mi num propio puedo recargar , menos hacer recargas para otros me marca error y x fuerza tienes que estar conectado a wifi o ocupar tus datos llame y solo me levantaron un reporte no hay solución||0
Jose Roberto Hernandez Lugo||1||25 de abril de 2023||Tengo 3 días queriendo transferir y no se puede 😡 muy mala la app||0
TH3RM0||3||28 de diciembre de 2022||Muy buena, aunque le falta poder iniciar sesión con la huella, creo es la unica app bancaria que aun no implementa esa opción||2
Chitillo Piojo||1||27 de noviembre de 2020||Seguimos teniendo el mismo problema. Después de varias actualizaciones siguen sin solucionarlo. ¡Increíble! Al abrir la aplicación se queda atorada en "Cargando..." con la ruedita girando. De ahí ya no pasa nunca. He probado reiniciar el teléfono, borrar los datos y el caché de todas las apps incluyendo esta, y nada, lo mismo sigue sucediendo, no logro entrar. Por lo que veo, varios usuarios tienen el mismo problema, así que no es algo exclusivo mío. ¿No prueban su app antes de liberarla?||320
Android Device||1||27 de noviembre de 2022||No sirve para realizar recargas desde que se mudaron de aplicación!! Tampoco carga la app si no tengo saldo, como quieren que recargue saldo si no funciona la app sin datos?||48
Daniel Apam||1||26 de julio de 2021||Pésima aplicación, te ponen muchas trabas para hacer tu registro de contacto, y para todo tienes que asistir a una sucursal, lo cual en tiempo aún de pandemia lo veo inlogico. No tiene Calidad para ser banca móvil. Se supone que una aplicación te debe de ayudar a agilizar los trámites no para ponerte más detalles. la estrella solo por requisito.||97
Carmen Cruz||5||9 de mayo de 2021||Es muy funcional. Te enseña todos los movimientos de tu cuenta. Me encantó la actualización que le hicieron, al fin se pueden compartir las transferencias. Y son super confiables, lo que si es que considero que debe ser muy muy estable la red. Si no no deja hacer los movimientos||35
Oscar Sanchez||1||18 de julio de 2021||Me resulta bastante fastidioso que la aplicación no reconozca mi clave de acceso, y me enoja, puesto que a pesar de que no la he olvidado, y que la tengo anotada. Se marque error, se me bloqueen los canales y tenga que llamar para desbloquear. ¡Exijo calidad en el servicio!||108
El profe SOL||1||6 de septiembre de 2020||Es terrible no poder ingresar, no he cambiado mi contraseña, y ahora me dice que mi nombre de usuario o contraseña son incorrectos, pero eso sí me aparecen anuncios como "hubo un error en su conexión"también me aparece otra que dice "válida tu pago en el módulo mis ahorros" pero no me permite ingresar, ya no me registra mi saldo en la aplicación de compartfon qué depende de aquí, la verdad tenía una situación de emergencia y ahora pues me quedé con las manos atadas, qué vergüenza compartamos.||4
Daniela Trejo||1||15 de mayo de 2021||No sirve la aplicación, quiero entrar y no puedo, tenia que hacer una transferencia por una emergencia y no puedo y ni retirar en cajero por que no tienen y ni ir al banco por que no abren los sábados, sinceramente creo que si no tienen otras opciones lo mínimo es que tengan su app en un estado óptimo. La verdad super decepcionada de tener mis ahorros con ustedes.||17
Un usuario de Google||2||25 de abril de 2020||Todo funcionaba muy bien pero esta empezando a mostrar un error de que se hizo modificacion en el sistema operativo y que tengo que reiniciar mi telefono a la version de fabrica para volver a instalarla, necesito la aplicacion pero no voy a reiniciar mi telefono y perder toda la informacion que tengo solo por la falla de esta y a lo.mejor ni sirve. Espero la arreglen pronto||31
GABRIELA VAZQUEZ||1||13 de abril de 2022||FATAL!!!!!!!!!!!!! Al principio era muy buena, ahora resulta que no te pueden resolver nada, todo es culpa de Google. En esta época que se usan apps para TODO es la única que en 4 semanas NO te pueden dar solución. Parece castigo porque cambiaste tu aparato o tuviste que desinstalar. Y ni me contesten lo que copian y pegan porque me voy a enojar más. Tuve que pagar (regalarles) recargos de un pago porque no pude acceder a la aplicación.||88
Roberto Zuñiga||3||22 de junio de 2021||La aplicación al momento de agregar beneficiario no se guarda, la actualización está presentando muchas fallas. Favor de corregirlo ya que al aparecer la mayoría tiene el mismo tema. Saludos.||17
Alma Delia Bustamante||5||16 de diciembre de 2022||Nunca he tenido problema alguno con esta aplicación 👍 esperemos que con la actualización no pase que se haga lenta||1
Ericoatl RG (Ericoatl)||4||2 de agosto de 2021||La aplicación a mejorado bastante, realizo todos los movimientos de banca electrónica e inversión sin problema, no e tenido que ir a sucursal desde que di de alta mi cuenta. Aunque señalo que no e tocado el apartado de créditos.||10
Un usuario de Google||1||16 de abril de 2020||Todo funcionaba bien hasta que hoy salió con que error de conexión. Que tengo que restaurar mi teléfono a modo fábrica por qué su aplicación ya no es compatible con las actualizaciones de sistema de mi equipo. Y necesito que funcione . Ya que sus bancos no quieren atender , siempre la gente de ahí está de malas y pésima atención y me desagrada ir a verlos . Ojalá pudieran arreglar . Por qué se me hace irreal que solo por su aplicación tenga que restaurar todo.||54
alejandro perez ceja||1||14 de mayo de 2021||Hace unos días actualizaron la aplicación, con ello ya no puedo ni ingresar a la aplicación en cuanto ingreso mi contraseña me saca de la apps. Hablo al número de compartamos y solo te dan indicaciones tontas después de 1:30min término diciéndome el operador "que en Efecto ahí problemas en la aplicación".||1
Isra Cabrera||1||18 de abril de 2022||Pésima,pesima¡¡ llevo un mes queriendo registrarme y no eh podido .. solo aparecen error y error ¡¡ llama uno atención a clientes y no solucionan nada ..solo te dicen inténtelo por la tarde y sino al siguiente día .. estamos en espera de actualización.. Desde hace más de un meees¡ es increíble. Que no puedan solucionar esto Que pésima app¡¡||0
Alexs Hernández||1||28 de noviembre de 2022||Desde que comparfon se movió compartamos mobil no puedo Aser recargas ya q no me da más opciones a compañías, ni siquiera a la de compartamos||1
Stacy Gonzalez Machuca||3||9 de diciembre de 2022||Pésima actualización en unir ambas aplicaciones; no aparece nada y marca errores del número de teléfono||0
Darinka Rivera||1||15 de enero de 2023||Llevo 2 días intentando instalar la aplicación y nunca llega el sms de confirmación. Cero para esta aplicación||0
Atilano Cruz Guzman||5||14 de noviembre de 2022||Excelente aplicacion ya tengo varios años con ella y me a funcionado bien, ojala activaran la seguridad con huella||0
Lizbeth Ramirez||4||1 de febrero de 2023||Muy buena la aplicación solo tiene un detalle para hacer cambios||0
perla yadira hernandez valencia||5||30 de julio de 2021||Antes de la última actualización era perfecta ahy hacia prácticamente todos mis pagos recargas etc... Sin ningún problema... Desde que la actualice me pide token cada que entro y no me permite registrar beneficiarios... Batallo mucho incluso si deseo cambiar el nip.. Deberían dejar la versión anterior||0
Javier Cervantes||1||28 de noviembre de 2022||Falla mucho, no puedo hacer transferencia,se cierra la aplicación y tengo que ingresar de nuevo.||0
Gregoria Gómez||1||1 de abril de 2023||Pésima pésima aplicación solo le di una estrella para poder decir pésima...||0
Alexis Sanchez||5||13 de abril de 2023||Una buena app de uso para manejar mis montos semanales||0
Rosa Romero||1||7 de julio de 2022||Más que pésima, si pudiera no le daría ni una estrella 😡😡, con las " famosas actualizaciones" la aplicación falla, te quitan el saldo que tengas a favor, tienes que pelearte con los de sistemas para que te atiendan, tengo 3 semanas y no ha quedado solucionado el problema quet engo derivado de una " actualización" en el 800 no te dan respuesta.😡😡😡🤬🤬, Van dos veces en dos meses que me pasa lo mismo, sólo que ahora no hay fecha de solución a un problema que ellos generaron. 06/07 sigue igual||51
Magdalena del Carmen Medina Zambrano||1||12 de julio de 2020||Tengo mucho tiempo utilizándola y nunca había tenido problemas hasta que hicieron la última actualización, me dice que la versión es invalida. Espero solucionen el problema ya que era de las apps que mas utilizaba pero con esto tendré que cambiar de banco.||92
Eduardo Martínez Ortega||1||9 de enero de 2023||Pesimo... Realice una recarga que nunca le llego al remitemte y a mi se me desconto del saldo... Estaba mejor compartfon||0
Marissa Hdz Ipiña||2||23 de junio de 2021||Acabo de descargar la app porque abrí una cuenta nueva, y desde la semana antepasada que la instalé no me permite registrarme ni hacer nada, solo me enseña el aviso de privacidad, doy aceptar y ya no me deja hacer nada más y no puedo checar mi cuenta ni hacer nada en la app ni instalandola varias veces. Espero se corrija eso.||2
Al C||1||18 de abril de 2023||Llegue a pagar, y salieron con que uno de 500 era falso y no me lo regresaron, pague el monto y me solicitaron mi credencial sin advertirme qué mandarían un reporte con mis datos y el billete al sat y banxico. Esta institución te perjudica de por vida, sin importarle, seas víctima o consiente de un delito. Nueva forma de estafa, pierdes el dinero o te reportan a la autoridad, no usen este banco ni sus aplicaciones, comparten tu información con terceros sin avisarte, si reclamas te amagan.||0
Roberto Ortega||1||29 de noviembre de 2022||No puedo hacer mis recargas Me dice que mi token es inválido !!! Llame al centro de atención y me dijeron que por qué la app se fuciono tendría que esperar para que agarre Pero ya pasó días y nada sigo igual 😞||1
Lisa Sandoval||3||27 de noviembre de 2022||Las recargas no me están dando la comisión que me daba compartefon y no hay actualizaciones... Que sucede???||114
rosa yesenia cordova olmos||4||31 de enero de 2023||Es buena la app pero cuando la actualizan siempre te dejan sin servicio||0
Cinthia Ruiz||1||14 de diciembre de 2022||Últimamente está pésima no abre la aplicación, ganancia es que acepte la contraseña y se queda pasmado ni pa atras ni pa delante||22
CAROLINA TORRES||3||21 de noviembre de 2022||No se actualiza los saldos a favor, tengo un crédito adicional liquidado y sigue apareciendo en la aplicación||0
Bertha Ramos||5||16 de diciembre de 2022||Excelente aplicacion Excelente banco. Mis recargas telefonicas al instante quedan.||0
lobolan dante||1||9 de enero de 2023||Los precios de los paquetes hay que pagarlos completo y luego te aplica descuento asi si no tengo minimo 200 no puedo comprar el paquete de 200||0
LETICIA CASTAÑEDA TORRECILLA||5||15 de enero de 2023||El app es muy práctica cómoda y no se traba, no es tan complicada como otras qpp||0
Wilber Gonzalez||1||28 de noviembre de 2022||Buenas tardes está fallando esta app no permite regisstrase corrígelo para poder realizar todo lo del banco gracias||0
marian Moreno||3||10 de diciembre de 2022||Yo le doy 3 estrellas xk la nueva actualización no permite hacer recargas voy a perder mi clientela||1
Janette Huerta||1||23 de diciembre de 2022||Ascoooo te roban tu dinero, piden actualizar y te roban de cuenta de ahorro y después te dicen que tú hiciste el cargo.||0
SDeSanti||1||6 de diciembre de 2022||En esta actualización no abre la aplicación, estaba mejor la anterior.||0
Un usuario de Google||1||22 de mayo de 2019||Está fatal la aplicación, antes si funcionaba y cargaba correctamente, el dia de hoy la instale y desinstalé 8 veces. No me permite accesar y de último momento simplemente se queda cargando. Llamé para soporte y las señoritas muy amablemente me atendieron pero el problema no es mi red, mis demás aplicaciones bancarias no tienen este mismo problema 😑.||0
Eduardo Lopez Cruz||2||18 de diciembre de 2022||Son de los pocos bancos que no tienen la opción de acceso con huella, debieran implementarlo||0
Jose Gutierrez||1||9 de abril de 2022||Horrible antes funcionaba sin problemas cambien de celular. Y al querer ahora instalarla me sale que están mal mis dados y de ahí no pasa de la verificación de cel sale error ... antes era buen ahora ..ya no....y es que si me era útil para mis transferencias||19
Aydee marcianito||1||12 de abril de 2022||Todo estaba bien Hasta que cambié de número de celular, me dijeron que después de actualizar mis datos lo único que necesitaba era eliminar la app del celular anterior y instalarla en el celular nuevo, no pasa de registro, error y que me comunique, después de comunicarme varias veces salen con lo mismo que es una actualización y la última respuesta fue que play store no quiere aceptar la nueva actualización y que dependía de play store, como si ese fuera mi problema, puro lavado de manos 🤬||13
Quetzal Rios||1||7 de mayo de 2021||No sé que pasó, está nueva versión de app está horrible, no deja hacer ninguna transacción, anteriormente está excelente, funcionaba muy rápido y podía hacer transferencias al momento.||13
EMILIANO BUSTOS GUGUIN||1||9 de abril de 2022||Si suscribo, al igual que los demás opino que es muy mala app llevo mas de dos semanas queriendo registrarme y me aparece un error y que me comunike al 800 de atención a clientes y solo te dicen que es por una actualización y que no tienen tiempo de solución... Muy mala experiencia con esta bendita!!! app.||61
Felipe Suárez movis||1||30 de julio de 2021||le daré una estrella es pésima ap. Sólo hace perder tiempo puse todos los datos para que la ap. Habrá. Y sólo aparece error que se comunique uno a un teléfono que al marcar la operadora sólo dice que este número es incorrecto o que no existe. Compongan su aplicación. Es pésima.||116
Rocio Carreño||2||18 de abril de 2023||Últimamente está fallando mucho la aplicación||5
Brenda Alonso||1||28 de abril de 2020||Todo estaba bien hasta este mes k empezó k tengo que restaurar mi móvil para que funcione y solo es con esta app me gustaba mucho porq x este medio hacía pagos y transferencia lamentablemente falla en este tiempo cuando uno lo k menos puede hacer es andar en la calle,ojalá y pronto pongan solucion a está falla||4
Un usuario de Google||1||20 de abril de 2020||Todo iba bien, hasta que me salieron con la basofia de que debo reiniciar mi celular e instalar de nuevo la app por que ya no es compatible con el sistema operativo de mi equipo, es una tonteria. Tan bien que estaba la app. Sus instalaciones bancarias son las peores, tienen una atencion al cliente deficiente. Arreglen su app por favor!!!||0
Felipe Carmona||1||14 de enero de 2022||Muy mala aplicación, no tiene manera de apagar la tarjeta para que no se generen cargos, aparte a cada rato me saca me aparece error, con las últimas actualizaciones ha ido de mal en peor.||58
Lili Diaz||1||11 de abril de 2022||Es increíble que no puedan solucionar su actualización, se entiende que deben actualizar, lo que considero incorrecto es perjudicar el registro y que te marque error y que al llamar te digan que más tarde lo intentes. 😤||1
Un usuario de Google||1||30 de agosto de 2019||Un asco de aplicación, al tratar de ingresar me dice que mis datos están mal, hablo al teléfono de atención a clientes y me dicen que hubo un error cuando me dieron de alta en el banco y que mis datos no cotejan, NO SABEN HACER BIEN SU TRABAJO EN SUCURSAL, el gran problema que mañana sábado no abren, necesitaba hacer una transferencia hoy y ya no me será posible, súper mal esto||14
Inez Otero||2||10 de abril de 2022||No puede ser que para actualizar la App ya llevan más de 2 semanas no deja registrarse ni hacer movimientos....y al llamar a soporte te dicen que no tienen fecha para terminar la actualización que solo esta disponible para iPhone 😡🙄🤦..casi le dijo perdón por ser pobre ...mal servicio desde hace semanas....anteriormente sin problema||3
Un usuario de Google||1||23 de mayo de 2022||Yo la instalé para abrir mi cuenta desde la aplicacion pero solo sirve si ya tienes cuenta, no es como otros bancos que te sirve presisamente para no tener que ir a hacer filas para abrir una simple cuenta pero que bueno que no se pudo porque no habia leido los comentarios de lo mal hecha que está, me pregunto a quien le interesa tener una cuenta con un "banco" tan retrógrada.||0
nanci peralta||1||28 de noviembre de 2022||Tengo como 5 días sin poder hacer recargas, que mal que allan quitado la aplicación de compartefon era muy buenas lástima que ya no pueda vender recargas creó que me tendré que cambiar a telcel porque no me solucionan nada del porque no puedo realizar mis recargas , solo me sale que token es inválido ya llame y nada 🤨||1
Nora Encino||1||10 de abril de 2022||Pésima aplicación,quiero activarla y me dice que mis datos son incorrectos, más de una semana intentando y en su línea solo me dicen que está en actualización, y no he podido realizar mis movimientos. Y le pongo una estrella por qué sino no me deja publicar mi comentario😡😡😡😡||4
Ana laura Ferretis||5||18 de noviembre de 2020||Pues a mi siempre me a funcionado muy bien la aplicación y me es muy útil para realizar mis pagos de servicios y hasta mis créditos personales y realizar me facilita mucho y hasta ahorita no e tenido ni un problema.||8
